crime_id,crime_type,crime_subtype,crime_date,crime_time,crime_day,crime_month,crime_year,crime_location,area_name,city,state,pincode,latitude,longitude,crime_description,weapon_used,entry_method,crime_method,target_type,victim_count,victim_gender,victim_age,injury_level,property_loss_amount,suspect_count,cctv_available,evidence_found,police_station,officer_assigned,case_status,fir_number,arrest_made,criminal_id,investigation_notes,created_at
CR-2025-00551,Extortion,Land Grabbing,2025-06-14,13:57:32,Saturday,June,2025,"289, Krishna Lane, Dhanori, Pune - 411015",Dhanori,Pune,Maharashtra,411015,18.580307,73.903944,Suspect(s) committed Land Grabbing at a Vehicle in Dhanori during 13:57:32. Officers responded within minutes of the alert.,Pistol,Lock picking,Offense committed using Pistol. Entry via Lock picking. Under investigation.,Vehicle,5,Male,30,Moderate,0.0,5,1,Digital evidence,Viman Nagar PS,Santosh Shaikh,Unsolved,FIR/2025/VIM/00551,0,,Case unsolved. CCTV footage secured. Special team assigned for re-investigation.,2026-08-08 22:55:42
CR-2025-00552,Cybercrime,Identity Theft,2025-11-25,12:02:50,Tuesday,November,2025,"290, Ganesh Main Road, Law College Road, Pune - 411004",Law College Road,Pune,Maharashtra,411004,18.519288,73.833063,An incident of Cybercrime (Identity Theft) occurred near Law College Road. The accused entered the Office and committed the offense before fleeing the scene.,Hammer,Not applicable,Digital means used to commit fraud. Traced through IP analysis and transaction records.,Office,5,Female,49,Minor,2918394.25,5,1,Fingerprint found,Deccan PS,Pankaj Singh,Closed,FIR/2025/DEC/00552,0,CRM-IND-03689,Case closed — insufficient evidence. CCTV footage secured. All leads exhausted.,2026-08-08 22:55:42
CR-2025-00553,Theft,Home Burglary,2025-09-06,09:38:55,Saturday,September,2025,"262, Laxmi Lane, Dapodi, Pune - 411012",Dapodi,Pune,Maharashtra,411012,18.570031,73.829703,A case of Home Burglary was reported at Dapodi at approximately 09:38:55. The suspect targeted a House. Local residents alerted police after noticing suspicious activity.,Sword,Front door,Suspect gained entry via Front door and stole valuables. Operated swiftly.,House,1,Female,80,None,2289924.27,3,1,DNA evidence,Pimpri PS,Pankaj Pandey,Closed,FIR/2025/PIM/00553,0,,Case closed — insufficient evidence. CCTV footage secured. All leads exhausted.,2026-08-08 22:55:42
CR-2023-00554,Kidnapping,Child Abduction,2023-08-17,23:58:55,Thursday,August,2023,"251, Laxmi Society, Saswad, Pune - 412301",Saswad,Pune,Maharashtra,412301,18.349102,74.028567,Police received a complaint regarding Child Abduction at ATM in Saswad at 23:58:55. Investigation initiated and local CCTV footage is being examined.,Hammer,Wall breach,Offense committed using Hammer. Entry via Wall breach. Under investigation.,ATM,2,Male,30,None,0.0,4,1,Digital evidence,Saswad PS,Paresh Patil,Closed,FIR/2023/SAS/00554,0,CRM-IND-03495,Case closed — insufficient evidence. CCTV footage secured. All leads exhausted.,2026-08-08 22:55:42
CR-2024-00555,Extortion,Threatening,2024-03-19,15:51:21,Tuesday,March,2024,"154, Patel Main Road, Phursungi, Pune - 412308",Phursungi,Pune,Maharashtra,412308,18.470009,73.945327,Police received a complaint regarding Threatening at Jewelry Store in Phursungi at 15:51:21. Investigation initiated and local CCTV footage is being examined.,Hammer,Roof entry,Offense committed using Hammer. Entry via Roof entry. Under investigation.,Jewelry Store,1,Male,22,Minor,0.0,5,0,Blood sample collected,Hadapsar PS,Wasim Deshmukh,Closed,FIR/2024/HAD/00555,0,CRM-IND-00260,Case closed — insufficient evidence. No CCTV coverage at location. All leads exhausted.,2026-08-08 22:55:42
CR-2023-00556,Kidnapping,Child Abduction,2023-12-16,07:04:39,Saturday,December,2023,"384, Shivaji Apartments, Somwar Peth, Pune - 411011",Somwar Peth,Pune,Maharashtra,411011,18.520672,73.860402,A Kidnapping case involving Child Abduction was registered at Somwar Peth. The victim reported the incident. Forensic team dispatched to the site.,Sword,Key duplication,Offense committed using Sword. Entry via Key duplication. Under investigation.,Highway,5,Female,62,Severe,0.0,5,1,Vehicle registration traced,Faraskhana PS,Neha Banerjee,Under Investigation,FIR/2023/FAR/00556,0,,Investigation ongoing. CCTV footage secured. Witness statements being recorded. Forensic reports awaited.,2026-08-08 22:55:42
CR-2022-00557,Cybercrime,Hacking,2022-02-19,16:19:04,Saturday,February,2022,"43, Tilak Lane, Nanded, Pune - 411041",Nanded,Pune,Maharashtra,411041,18.448972,73.83596,A Cybercrime case involving Hacking was registered at Nanded. The victim reported the incident. Forensic team dispatched to the site.,Sword,Lock picking,Digital means used to commit fraud. Traced through IP analysis and transaction records.,Warehouse,5,Male,28,Minor,1240431.21,5,1,DNA evidence,Sinhagad Road PS,Naresh Kale,Closed,FIR/2022/SIN/00557,0,CRM-IND-00852,Case closed — insufficient evidence. CCTV footage secured. All leads exhausted.,2026-08-08 22:55:42
CR-2022-00558,Assault,Physical Assault,2022-09-18,11:37:47,Sunday,September,2022,"359, Patel Lane, University Road, Pune - 411007",University Road,Pune,Maharashtra,411007,18.528357,73.829635,Police received a complaint regarding Physical Assault at Office in University Road at 11:37:47. Investigation initiated and local CCTV footage is being examined.,Iron Rod,Wall breach,Offense committed using Iron Rod. Entry via Wall breach. Under investigation.,Office,3,Male,51,Minor,0.0,4,1,Weapon recovered,Shivajinagar PS,Chetan Shah,Closed,FIR/2022/SHI/00558,0,CRM-IND-04991,Case closed — insufficient evidence. CCTV footage secured. All leads exhausted.,2026-08-08 22:55:42
CR-2023-00559,Sexual Offense,Eve Teasing,2023-02-04,20:41:44,Saturday,February,2023,"19, Tilak Residency, Camp, Pune - 411001",Camp,Pune,Maharashtra,411001,18.513535,73.876301,A Sexual Offense case involving Eve Teasing was registered at Camp. The victim reported the incident. Forensic team dispatched to the site.,Pistol,Wall breach,Offense committed using Pistol. Entry via Wall breach. Under investigation.,Mall,4,Male,71,Moderate,0.0,1,0,Tool marks found,Lashkar PS,Prateek Ghodke,Under Investigation,FIR/2023/LAS/00559,0,,Investigation ongoing. No CCTV coverage at location. Witness statements being recorded. Forensic reports awaited.,2026-08-08 22:55:42
CR-2025-00560,Assault,Road Rage,2025-03-29,02:41:20,Saturday,March,2025,"275, Ambedkar Residency, Viman Nagar, Pune - 411014",Viman Nagar,Pune,Maharashtra,411014,18.569829,73.918785,A Assault case involving Road Rage was registered at Viman Nagar. The victim reported the incident. Forensic team dispatched to the site.,Knife,Back door,Offense committed using Knife. Entry via Back door. Under investigation.,Jewelry Store,2,Male,47,Moderate,0.0,1,0,Footprint analysis,Viman Nagar PS,Varsha Das,Under Investigation,FIR/2025/VIM/00560,0,,Investigation ongoing. No CCTV coverage at location. Witness statements being recorded. Forensic reports awaited.,2026-08-08 22:55:42
CR-2025-00561,Robbery,Store Robbery,2025-11-13,01:24:40,Thursday,November,2025,"465, Ambedkar Complex, Phursungi, Pune - 412308",Phursungi,Pune,Maharashtra,412308,18.477058,73.94379,An incident of Robbery (Store Robbery) occurred near Phursungi. The accused entered the Warehouse and committed the offense before fleeing the scene.,Hammer,Front door,"Armed with Hammer, suspect threatened victims and demanded valuables via Front door.",Warehouse,2,Female,69,None,2677295.29,1,1,Footprint analysis,Hadapsar PS,Ramesh Tiwari,Closed,FIR/2025/HAD/00561,0,CRM-IND-04367,Case closed — insufficient evidence. CCTV footage secured. All leads exhausted.,2026-08-08 22:55:42
CR-2022-00562,Cybercrime,Ransomware,2022-08-05,14:22:11,Friday,August,2022,"93, Ganesh Chowk, Fursungi, Pune - 412308",Fursungi,Pune,Maharashtra,412308,18.48372,73.930622,Suspect(s) committed Ransomware at a Hotel in Fursungi during 14:22:11. Officers responded within minutes of the alert.,Pistol,Fire escape,Digital means used to commit fraud. Traced through IP analysis and transaction records.,Hotel,3,Male,76,Minor,150701.78,4,0,Eyewitness statement,Hadapsar PS,Rakesh Bose,Under Investigation,FIR/2022/HAD/00562,0,,Investigation ongoing. No CCTV coverage at location. Witness statements being recorded. Forensic reports awaited.,2026-08-08 22:55:42
CR-2025-00563,Sexual Offense,Molestation,2025-10-30,11:14:18,Thursday,October,2025,"59, Laxmi Residency, Mohammadwadi, Pune - 411060",Mohammadwadi,Pune,Maharashtra,411060,18.465512,73.905366,Police received a complaint regarding Molestation at Jewelry Store in Mohammadwadi at 11:14:18. Investigation initiated and local CCTV footage is being examined.,Pistol,Fire escape,Offense committed using Pistol. Entry via Fire escape. Under investigation.,Jewelry Store,4,Female,52,None,0.0,5,1,None,Kondhwa PS,Advait Shaikh,Under Investigation,FIR/2025/KON/00563,0,,Investigation ongoing. CCTV footage secured. Witness statements being recorded. Forensic reports awaited.,2026-08-08 22:55:42
CR-2025-00564,Murder,Crime of Passion,2025-05-01,16:29:08,Thursday,May,2025,"481, Krishna Nagar, Lonavala, Pune - 410401",Lonavala,Pune,Maharashtra,410401,18.751036,73.405383,A Murder case involving Crime of Passion was registered at Lonavala. The victim reported the incident. Forensic team dispatched to the site.,Machete,Back door,Victim attacked with Machete. Fatal injuries sustained. Scene secured for forensics.,Bank,4,Male,19,Minor,0.0,4,1,Mobile phone records,Lonavala PS,Mukesh Yadav,Under Investigation,FIR/2025/LON/00564,0,,Investigation ongoing. CCTV footage secured. Witness statements being recorded. Forensic reports awaited.,2026-08-08 22:55:42
CR-2023-00565,Kidnapping,Elopement,2023-10-26,15:20:37,Thursday,October,2023,"78, Gandhi Nagar, Tathawade, Pune - 411033",Tathawade,Pune,Maharashtra,411033,18.610289,73.749113,Suspect(s) committed Elopement at a Vehicle in Tathawade during 15:20:37. Officers responded within minutes of the alert.,None,Fire escape,Offense committed using None. Entry via Fire escape. Under investigation.,Vehicle,2,Male,33,Minor,0.0,4,1,Eyewitness statement,Hinjewadi PS,Akash Salve,Closed,FIR/2023/HIN/00565,0,CRM-IND-05088,Case closed — insufficient evidence. CCTV footage secured. All leads exhausted.,2026-08-08 22:55:42
CR-2025-00566,Robbery,ATM Robbery,2025-01-27,05:35:08,Monday,January,2025,"62, Phule Main Road, Bopodi, Pune - 411020",Bopodi,Pune,Maharashtra,411020,18.563049,73.826713,Suspect(s) committed ATM Robbery at a Park in Bopodi during 05:35:08. Officers responded within minutes of the alert.,Sword,Back door,"Armed with Sword, suspect threatened victims and demanded valuables via Back door.",Park,2,Male,52,Moderate,3991887.62,3,1,DNA evidence,Vishrantwadi PS,Mahesh Syed,Unsolved,FIR/2025/VIS/00566,0,,Case unsolved. CCTV footage secured. Special team assigned for re-investigation.,2026-08-08 22:55:42
CR-2024-00567,Assault,Bar Fight,2024-01-15,13:33:40,Monday,January,2024,"132, Ambedkar Residency, Khadki, Pune - 411003",Khadki,Pune,Maharashtra,411003,18.554419,73.840481,Police received a complaint regarding Bar Fight at Jewelry Store in Khadki at 13:33:40. Investigation initiated and local CCTV footage is being examined.,Machete,Window break,Offense committed using Machete. Entry via Window break. Under investigation.,Jewelry Store,1,Female,23,Minor,0.0,3,0,Weapon recovered,Vishrantwadi PS,Mahesh Syed,Solved,FIR/2024/VIS/00567,1,CRM-IND-03972,Case solved. No CCTV coverage at location. Accused arrested. Evidence submitted to court.,2026-08-08 22:55:42
CR-2023-00568,Assault,Bar Fight,2023-07-01,02:10:13,Saturday,July,2023,"202, Krishna Chowk, FC Road, Pune - 411004",FC Road,Pune,Maharashtra,411004,18.523443,73.838153,A case of Bar Fight was reported at FC Road at approximately 02:10:13. The suspect targeted a Street. Local residents alerted police after noticing suspicious activity.,Sword,Window break,Offense committed using Sword. Entry via Window break. Under investigation.,Street,5,Male,22,None,0.0,5,1,Vehicle registration traced,Deccan PS,Imran Khan,Solved,FIR/2023/DEC/00568,1,CRM-IND-05531,Case solved. CCTV footage secured. Accused arrested. Evidence submitted to court.,2026-08-08 22:55:42
CR-2022-00569,Kidnapping,Ransom Kidnapping,2022-02-26,00:42:20,Saturday,February,2022,"370, Ganesh Chowk, Aundh, Pune - 411007",Aundh,Pune,Maharashtra,411007,18.559257,73.804495,A case of Ransom Kidnapping was reported at Aundh at approximately 00:42:20. The suspect targeted a Jewelry Store. Local residents alerted police after noticing suspicious activity.,None,Wall breach,Offense committed using None. Entry via Wall breach. Under investigation.,Jewelry Store,1,Male,52,Fatal,0.0,1,0,Tool marks found,Chaturshrungi PS,Diya Wagh,Under Investigation,FIR/2022/CHA/00569,0,,Investigation ongoing. No CCTV coverage at location. Witness statements being recorded. Forensic reports awaited.,2026-08-08 22:55:42
CR-2023-00570,Assault,Road Rage,2023-07-29,05:59:26,Saturday,July,2023,"413, Chhatrapati Apartments, Dehu Road, Pune - 412101",Dehu Road,Pune,Maharashtra,412101,18.679942,73.753722,An incident of Assault (Road Rage) occurred near Dehu Road. The accused entered the Mall and committed the offense before fleeing the scene.,Machete,Roof entry,Offense committed using Machete. Entry via Roof entry. Under investigation.,Mall,5,Male,55,Minor,0.0,5,0,Tool marks found,Dehu Road PS,Anita Bhosale,Closed,FIR/2023/DEH/00570,0,,Case closed — insufficient evidence. No CCTV coverage at location. All leads exhausted.,2026-08-08 22:55:42
CR-2023-00571,Drug Offense,Drug Possession,2023-01-21,18:59:18,Saturday,January,2023,"424, Phule Colony, Market Yard, Pune - 411037",Market Yard,Pune,Maharashtra,411037,18.49763,73.866828,Suspect(s) committed Drug Possession at a Vehicle in Market Yard during 18:59:18. Officers responded within minutes of the alert.,Machete,Door break,Offense committed using Machete. Entry via Door break. Under investigation.,Vehicle,4,Male,48,None,0.0,4,0,Tool marks found,Swargate PS,Chetan Shaikh,Solved,FIR/2023/SWA/00571,1,CRM-IND-03735,Case solved. No CCTV coverage at location. Accused arrested. Evidence submitted to court.,2026-08-08 22:55:42
CR-2022-00572,Assault,Domestic Violence,2022-06-13,05:33:00,Monday,June,2022,"189, Phule Galli, Pisoli, Pune - 411060",Pisoli,Pune,Maharashtra,411060,18.433154,73.905673,Suspect(s) committed Domestic Violence at a Highway in Pisoli during 05:33:00. Officers responded within minutes of the alert.,None,Roof entry,Offense committed using None. Entry via Roof entry. Under investigation.,Highway,1,Male,66,None,0.0,1,0,DNA evidence,Kondhwa PS,Pankaj Kadam,Unsolved,FIR/2022/KON/00572,0,,Case unsolved. No CCTV coverage at location. Special team assigned for re-investigation.,2026-08-08 22:55:42
CR-2023-00573,Fraud,Investment Scam,2023-07-21,11:12:46,Friday,July,2023,"459, Gandhi Residency, Bharati Vidyapeeth, Pune - 411046",Bharati Vidyapeeth,Pune,Maharashtra,411046,18.455773,73.852454,A case of Investment Scam was reported at Bharati Vidyapeeth at approximately 11:12:46. The suspect targeted a House. Local residents alerted police after noticing suspicious activity.,Sword,Lock picking,Fraudulent documents used. Financial transactions routed through multiple accounts.,House,1,Male,24,Moderate,3250023.05,3,1,Mobile phone records,Bharati Vidyapeeth PS,Pankaj Ghosh,Closed,FIR/2023/BHA/00573,0,CRM-IND-02047,Case closed — insufficient evidence. CCTV footage secured. All leads exhausted.,2026-08-08 22:55:42
CR-2023-00574,Robbery,Highway Robbery,2023-11-23,08:04:36,Thursday,November,2023,"234, Ganesh Chowk, Law College Road, Pune - 411004",Law College Road,Pune,Maharashtra,411004,18.524021,73.841224,An incident of Robbery (Highway Robbery) occurred near Law College Road. The accused entered the ATM and committed the offense before fleeing the scene.,Chain,Fire escape,"Armed with Chain, suspect threatened victims and demanded valuables via Fire escape.",ATM,4,Female,32,Minor,4973962.06,3,0,Footprint analysis,Deccan PS,Imran Khan,Closed,FIR/2023/DEC/00574,0,CRM-IND-01150,Case closed — insufficient evidence. No CCTV coverage at location. All leads exhausted.,2026-08-08 22:55:42
CR-2022-00575,Assault,Aggravated Assault,2022-03-01,18:34:25,Tuesday,March,2022,"425, Shivaji Galli, Budhwar Peth, Pune - 411002",Budhwar Peth,Pune,Maharashtra,411002,18.520295,73.855316,Suspect(s) committed Aggravated Assault at a Shop in Budhwar Peth during 18:34:25. Officers responded within minutes of the alert.,None,Wall breach,Offense committed using None. Entry via Wall breach. Under investigation.,Shop,2,Male,60,Moderate,0.0,1,1,None,Khadak PS,Sanjay Singh,Closed,FIR/2022/KHA/00575,0,CRM-IND-02444,Case closed — insufficient evidence. CCTV footage secured. All leads exhausted.,2026-08-08 22:55:42
CR-2022-00576,Cybercrime,UPI Fraud,2022-07-10,07:17:26,Sunday,July,2022,"284, Krishna Lane, Model Colony, Pune - 411016",Model Colony,Pune,Maharashtra,411016,18.526596,73.830014,A Cybercrime case involving UPI Fraud was registered at Model Colony. The victim reported the incident. Forensic team dispatched to the site.,None,Window break,Digital means used to commit fraud. Traced through IP analysis and transaction records.,Park,5,Male,43,None,4233560.26,5,1,Tool marks found,Shivajinagar PS,Suresh Khaire,Solved,FIR/2022/SHI/00576,1,CRM-IND-05126,Case solved. CCTV footage secured. Accused arrested. Evidence submitted to court.,2026-08-08 22:55:42
CR-2025-00577,Extortion,Threatening,2025-10-20,09:57:18,Monday,October,2025,"137, Krishna Colony, Kondhwa, Pune - 411048",Kondhwa,Pune,Maharashtra,411048,18.460386,73.883749,A Extortion case involving Threatening was registered at Kondhwa. The victim reported the incident. Forensic team dispatched to the site.,None,Wall breach,Offense committed using None. Entry via Wall breach. Under investigation.,Bank,3,Female,34,Minor,0.0,4,1,Tool marks found,Kondhwa PS,Advait Shaikh,Under Investigation,FIR/2025/KON/00577,0,,Investigation ongoing. CCTV footage secured. Witness statements being recorded. Forensic reports awaited.,2026-08-08 22:55:42
CR-2023-00578,Assault,Aggravated Assault,2023-03-23,12:11:36,Thursday,March,2023,"72, Ambedkar Residency, Kondhwa, Pune - 411048",Kondhwa,Pune,Maharashtra,411048,18.467153,73.881317,A case of Aggravated Assault was reported at Kondhwa at approximately 12:11:36. The suspect targeted a Mall. Local residents alerted police after noticing suspicious activity.,None,Roof entry,Offense committed using None. Entry via Roof entry. Under investigation.,Mall,2,Female,69,Moderate,0.0,3,1,Footprint analysis,Kondhwa PS,Om Yadav,Solved,FIR/2023/KON/00578,1,CRM-IND-03645,Case solved. CCTV footage secured. Accused arrested. Evidence submitted to court.,2026-08-08 22:55:42
CR-2025-00579,Sexual Offense,Stalking,2025-11-09,02:55:12,Sunday,November,2025,"143, Patel Apartments, Pune Station, Pune - 411001",Pune Station,Pune,Maharashtra,411001,18.525226,73.870751,Police received a complaint regarding Stalking at Warehouse in Pune Station at 02:55:12. Investigation initiated and local CCTV footage is being examined.,Cricket Bat,Roof entry,Offense committed using Cricket Bat. Entry via Roof entry. Under investigation.,Warehouse,4,Female,44,Moderate,0.0,2,1,Eyewitness statement,Bundgarden PS,Nilesh Reddy,Solved,FIR/2025/BUN/00579,1,CRM-IND-00965,Case solved. CCTV footage secured. Accused arrested. Evidence submitted to court.,2026-08-08 22:55:42
CR-2023-00580,Kidnapping,Elopement,2023-02-05,20:08:38,Sunday,February,2023,"103, Nehru Society, Tathawade, Pune - 411033",Tathawade,Pune,Maharashtra,411033,18.604986,73.749718,Suspect(s) committed Elopement at a Street in Tathawade during 20:08:38. Officers responded within minutes of the alert.,Pistol,Front door,Offense committed using Pistol. Entry via Front door. Under investigation.,Street,3,Male,75,Moderate,0.0,1,0,CCTV footage available,Hinjewadi PS,Ashish Thorat,Solved,FIR/2023/HIN/00580,1,CRM-IND-05474,Case solved. No CCTV coverage at location. Accused arrested. Evidence submitted to court.,2026-08-08 22:55:42
CR-2023-00581,Kidnapping,Child Abduction,2023-11-10,00:37:41,Friday,November,2023,"166, Shivaji Lane, Fursungi, Pune - 412308",Fursungi,Pune,Maharashtra,412308,18.481004,73.934808,An incident of Kidnapping (Child Abduction) occurred near Fursungi. The accused entered the Bank and committed the offense before fleeing the scene.,Sword,Key duplication,Offense committed using Sword. Entry via Key duplication. Under investigation.,Bank,2,Male,77,None,0.0,4,0,Eyewitness statement,Hadapsar PS,Ganesh Singh,Unsolved,FIR/2023/HAD/00581,0,,Case unsolved. No CCTV coverage at location. Special team assigned for re-investigation.,2026-08-08 22:55:42
CR-2025-00582,Extortion,Threatening,2025-03-02,06:19:02,Sunday,March,2025,"138, Nehru Galli, Camp, Pune - 411001",Camp,Pune,Maharashtra,411001,18.516648,73.880818,A Extortion case involving Threatening was registered at Camp. The victim reported the incident. Forensic team dispatched to the site.,None,Fire escape,Offense committed using None. Entry via Fire escape. Under investigation.,Mall,1,Male,80,Minor,0.0,4,0,Digital evidence,Lashkar PS,Sangeeta Qureshi,Solved,FIR/2025/LAS/00582,1,CRM-IND-01870,Case solved. No CCTV coverage at location. Accused arrested. Evidence submitted to court.,2026-08-08 22:55:42
CR-2025-00583,Fraud,Investment Scam,2025-05-08,12:07:28,Thursday,May,2025,"243, Ganesh Nagar, Wakad, Pune - 411057",Wakad,Pune,Maharashtra,411057,18.594368,73.761578,A Fraud case involving Investment Scam was registered at Wakad. The victim reported the incident. Forensic team dispatched to the site.,Cricket Bat,Fire escape,Fraudulent documents used. Financial transactions routed through multiple accounts.,Restaurant,3,Male,40,Severe,4638563.34,4,0,None,Hinjewadi PS,Ishaan Ansari,Solved,FIR/2025/HIN/00583,1,CRM-IND-03109,Case solved. No CCTV coverage at location. Accused arrested. Evidence submitted to court.,2026-08-08 22:55:42
CR-2023-00584,Fraud,Cheque Bounce,2023-05-11,21:11:23,Thursday,May,2023,"85, Ambedkar Nagar, JM Road, Pune - 411004",JM Road,Pune,Maharashtra,411004,18.517725,73.845236,Suspect(s) committed Cheque Bounce at a Street in JM Road during 21:11:23. Officers responded within minutes of the alert.,Sword,Back door,Fraudulent documents used. Financial transactions routed through multiple accounts.,Street,5,Male,40,None,3863039.9,1,1,Eyewitness statement,Deccan PS,Durgesh Khaire,Unsolved,FIR/2023/DEC/00584,0,,Case unsolved. CCTV footage secured. Special team assigned for re-investigation.,2026-08-08 22:55:42
CR-2025-00585,Extortion,Blackmail,2025-06-14,11:25:43,Saturday,June,2025,"256, Laxmi Main Road, Nigdi, Pune - 411044",Nigdi,Pune,Maharashtra,411044,18.653703,73.765322,Police received a complaint regarding Blackmail at Person in Nigdi at 11:25:43. Investigation initiated and local CCTV footage is being examined.,Cricket Bat,Roof entry,Offense committed using Cricket Bat. Entry via Roof entry. Under investigation.,Person,4,Male,51,None,0.0,2,1,CCTV footage available,Nigdi PS,Advait Gaikwad,Under Investigation,FIR/2025/NIG/00585,0,,Investigation ongoing. CCTV footage secured. Witness statements being recorded. Forensic reports awaited.,2026-08-08 22:55:42
CR-2025-00586,Kidnapping,Child Abduction,2025-06-27,05:58:01,Friday,June,2025,"19, Krishna Society, Deccan Gymkhana, Pune - 411004",Deccan Gymkhana,Pune,Maharashtra,411004,18.520403,73.835511,Suspect(s) committed Child Abduction at a Hotel in Deccan Gymkhana during 05:58:01. Officers responded within minutes of the alert.,Axe,Window break,Offense committed using Axe. Entry via Window break. Under investigation.,Hotel,5,Male,35,Minor,0.0,1,1,Mobile phone records,Deccan PS,Imran Khan,Closed,FIR/2025/DEC/00586,0,CRM-IND-00702,Case closed — insufficient evidence. CCTV footage secured. All leads exhausted.,2026-08-08 22:55:42
CR-2022-00587,Kidnapping,Elopement,2022-06-19,14:20:15,Sunday,June,2022,"352, Patel Colony, Loni Kalbhor, Pune - 412201",Loni Kalbhor,Pune,Maharashtra,412201,18.458106,73.960124,An incident of Kidnapping (Elopement) occurred near Loni Kalbhor. The accused entered the Shop and committed the offense before fleeing the scene.,None,Front door,Offense committed using None. Entry via Front door. Under investigation.,Shop,2,Male,39,Fatal,0.0,1,0,CCTV footage available,Hadapsar PS,Ganesh Singh,Solved,FIR/2022/HAD/00587,1,CRM-IND-04853,Case solved. No CCTV coverage at location. Accused arrested. Evidence submitted to court.,2026-08-08 22:55:42
CR-2023-00588,Extortion,Threatening,2023-06-14,01:41:33,Wednesday,June,2023,"493, Tilak Lane, Pimple Saudagar, Pune - 411027",Pimple Saudagar,Pune,Maharashtra,411027,18.596042,73.784862,A Extortion case involving Threatening was registered at Pimple Saudagar. The victim reported the incident. Forensic team dispatched to the site.,Pistol,Door break,Offense committed using Pistol. Entry via Door break. Under investigation.,Jewelry Store,1,Male,50,None,0.0,4,1,Weapon recovered,Sangvi PS,Indira Shelke,Solved,FIR/2023/SAN/00588,1,CRM-IND-00856,Case solved. CCTV footage secured. Accused arrested. Evidence submitted to court.,2026-08-08 22:55:42
CR-2025-00589,Extortion,Threatening,2025-04-27,09:50:25,Sunday,April,2025,"125, Nehru Complex, Ravet, Pune - 412101",Ravet,Pune,Maharashtra,412101,18.645159,73.758952,Police received a complaint regarding Threatening at ATM in Ravet at 09:50:25. Investigation initiated and local CCTV footage is being examined.,Cricket Bat,Wall breach,Offense committed using Cricket Bat. Entry via Wall breach. Under investigation.,ATM,3,Male,68,None,0.0,3,1,Tool marks found,Nigdi PS,Sunita Jadhav,Under Investigation,FIR/2025/NIG/00589,0,,Investigation ongoing. CCTV footage secured. Witness statements being recorded. Forensic reports awaited.,2026-08-08 22:55:42
CR-2023-00590,Sexual Offense,Molestation,2023-01-09,10:37:44,Monday,January,2023,"345, Patel Society, Hadapsar, Pune - 411028",Hadapsar,Pune,Maharashtra,411028,18.511516,73.922418,A Sexual Offense case involving Molestation was registered at Hadapsar. The victim reported the incident. Forensic team dispatched to the site.,Hammer,Back door,Offense committed using Hammer. Entry via Back door. Under investigation.,Mall,5,Male,71,Minor,0.0,5,1,Blood sample collected,Hadapsar PS,Paresh Shelke,Solved,FIR/2023/HAD/00590,1,CRM-IND-04285,Case solved. CCTV footage secured. Accused arrested. Evidence submitted to court.,2026-08-08 22:55:42
CR-2022-00591,Assault,Road Rage,2022-11-22,07:52:05,Tuesday,November,2022,"325, Ganesh Complex, Sassoon Road, Pune - 411001",Sassoon Road,Pune,Maharashtra,411001,18.526447,73.872067,Suspect(s) committed Road Rage at a Office in Sassoon Road during 07:52:05. Officers responded within minutes of the alert.,Axe,Roof entry,Offense committed using Axe. Entry via Roof entry. Under investigation.,Office,1,Female,46,Severe,0.0,2,1,Blood sample collected,Bundgarden PS,Kishore Iyer,Under Investigation,FIR/2022/BUN/00591,0,,Investigation ongoing. CCTV footage secured. Witness statements being recorded. Forensic reports awaited.,2026-08-08 22:55:42
CR-2022-00592,Assault,Domestic Violence,2022-06-11,21:14:30,Saturday,June,2022,"218, Ambedkar Apartments, Bund Garden, Pune - 411001",Bund Garden,Pune,Maharashtra,411001,18.530428,73.881497,A Assault case involving Domestic Violence was registered at Bund Garden. The victim reported the incident. Forensic team dispatched to the site.,None,Front door,Offense committed using None. Entry via Front door. Under investigation.,Jewelry Store,1,Male,21,Moderate,0.0,3,0,DNA evidence,Bundgarden PS,Nilesh Reddy,Solved,FIR/2022/BUN/00592,1,CRM-IND-05157,Case solved. No CCTV coverage at location. Accused arrested. Evidence submitted to court.,2026-08-08 22:55:42
CR-2023-00593,Theft,Home Burglary,2023-01-06,03:47:56,Friday,January,2023,"224, Nehru Galli, Mundhwa, Pune - 411036",Mundhwa,Pune,Maharashtra,411036,18.536088,73.925321,A Theft case involving Home Burglary was registered at Mundhwa. The victim reported the incident. Forensic team dispatched to the site.,Iron Rod,Back door,Suspect gained entry via Back door and stole valuables. Operated swiftly.,Park,4,Male,33,Moderate,1438621.45,5,0,CCTV footage available,Mundhwa PS,Paresh Syed,Unsolved,FIR/2023/MUN/00593,0,,Case unsolved. No CCTV coverage at location. Special team assigned for re-investigation.,2026-08-08 22:55:42
CR-2022-00594,Cybercrime,Ransomware,2022-05-30,22:28:28,Monday,May,2022,"69, Sai Lane, Talegaon, Pune - 410507",Talegaon,Pune,Maharashtra,410507,18.729975,73.675771,Police received a complaint regarding Ransomware at Street in Talegaon at 22:28:28. Investigation initiated and local CCTV footage is being examined.,Chain,Key duplication,Digital means used to commit fraud. Traced through IP analysis and transaction records.,Street,4,Male,42,Moderate,746249.7,4,1,Digital evidence,Talegaon PS,Shaurya Verma,Under Investigation,FIR/2022/TAL/00594,0,,Investigation ongoing. CCTV footage secured. Witness statements being recorded. Forensic reports awaited.,2026-08-08 22:55:42
