officer_id,officer_name,rank,badge_number,phone_number,email,police_station,assigned_area,solved_cases,active_cases,specialization,duty_status
PO-0165,Aditya Bhandari,Inspector,MH-PUN-38560,+916148629555,aditya.bhandari434@hotmail.com,Talegaon PS,Talegaon,143,1,Cybercrime,On Leave
PO-0166,Diya Wagh,Assistant Sub-Inspector,MH-PUN-27750,+919502074351,diya.wagh913@rediffmail.com,Chaturshrungi PS,Baner,101,12,Cybercrime,Active
PO-0167,Shekhar Suryawanshi,Assistant Sub-Inspector,MH-PUN-80419,+919667840357,shekhar.suryawanshi131@yahoo.com,Chatushrungi PS,Pashan,198,0,Anti-Terrorism,Active
PO-0168,Renu Khaire,Head Constable,MH-PUN-70375,+918266560311,renu.khaire283@yahoo.com,Deccan PS,Erandwane,200,3,General Duty,Off Duty
PO-0169,Sangeeta Ansari,Head Constable,MH-PUN-37011,+916208337018,sangeeta.ansari609@gmail.com,Chandannagar PS,Chandan Nagar,158,21,General Duty,Active
PO-0170,Pankaj Singh,Head Constable,MH-PUN-17398,+917641054044,pankaj.singh297@yahoo.com,Deccan PS,Prabhat Road,192,18,Traffic,Active
PO-0171,Rajesh Shelke,Head Constable,MH-PUN-64206,+918395444277,rajesh.shelke63@outlook.com,Shivajinagar PS,Gokhale Nagar,193,5,Women & Child Safety,Active
PO-0172,Harsh Das,Senior Inspector,MH-PUN-64568,+919260221190,harsh.das308@rediffmail.com,Vishrambaug PS,Sadashiv Peth,198,17,Economic Offenses,Active
PO-0173,Vishal Qureshi,DCP,MH-PUN-17552,+919547221915,vishal.qureshi571@outlook.com,Shivajinagar PS,University Road,104,7,Anti-Terrorism,Active
PO-0174,Abhishek Qureshi,Sub-Inspector,MH-PUN-80206,+917155337035,abhishek.qureshi275@rediffmail.com,Bibvewadi PS,Bibvewadi,23,6,Intelligence,Active
PO-0175,Nishant Joshi,Police Constable,MH-PUN-12009,+917304036387,nishant.joshi986@gmail.com,Sangvi PS,Sangvi,198,15,Narcotics,Active
PO-0176,Manish Mane,Senior Inspector,MH-PUN-47101,+919600632621,manish.mane547@hotmail.com,Yerawada PS,Kalyani Nagar,71,11,Organized Crime,Off Duty
PO-0177,Avni Mulani,Senior Inspector,MH-PUN-36624,+918435997460,avni.mulani424@gmail.com,Chinchwad PS,Pradhikaran,61,23,Homicide,Active
PO-0178,Pallavi Kadam,Senior Inspector,MH-PUN-40149,+919711806831,pallavi.kadam854@yahoo.com,Lonavala PS,Lonavala,145,20,Traffic,Active
PO-0179,Varsha Das,DCP,MH-PUN-32050,+918281747678,varsha.das144@outlook.com,Viman Nagar PS,Dhanori,52,17,General Duty,Active
PO-0180,Umesh Kulkarni,ACP,MH-PUN-28021,+917172980019,umesh.kulkarni725@yahoo.com,Pimpri PS,Dapodi,60,16,Economic Offenses,Active
PO-0181,Lakshmi Tiwari,Inspector,MH-PUN-79758,+919112724887,lakshmi.tiwari18@outlook.com,Chandannagar PS,Wadgaon Sheri,75,17,Anti-Terrorism,Active
PO-0182,Durga Sawant,Sub-Inspector,MH-PUN-78732,+917358738317,durga.sawant197@outlook.com,Koregaon Park PS,Boat Club Road,95,8,Women & Child Safety,Active
PO-0183,Suman Shah,Head Constable,MH-PUN-49318,+916801943382,suman.shah879@gmail.com,Hadapsar PS,Magarpatta,108,12,Women & Child Safety,Active
PO-0184,Paresh Patil,Sub-Inspector,MH-PUN-75517,+919792463878,paresh.patil804@hotmail.com,Saswad PS,Saswad,140,1,Narcotics,Active
PO-0185,Sneha Jadhav,Police Constable,MH-PUN-81176,+916292580427,sneha.jadhav952@hotmail.com,Lashkar PS,Camp,58,18,Homicide,Active
PO-0186,Nandini Shinde,Assistant Sub-Inspector,MH-PUN-83919,+917708485104,nandini.shinde855@rediffmail.com,Nigdi PS,Ravet,143,10,Women & Child Safety,Active
PO-0187,Zaheer Bose,Senior Inspector,MH-PUN-17038,+916569319938,zaheer.bose238@gmail.com,Alandi PS,Alandi,159,24,Intelligence,On Leave
PO-0188,Bhavana Ghodke,Police Constable,MH-PUN-69054,+919344961731,bhavana.ghodke365@outlook.com,Chandannagar PS,Chandan Nagar,115,5,Intelligence,Active
PO-0189,Naresh Wagh,Sub-Inspector,MH-PUN-20752,+918265593497,naresh.wagh390@yahoo.com,Hadapsar PS,Uruli Kanchan,86,11,Cybercrime,Active
PO-0190,Ashish Thorat,Sub-Inspector,MH-PUN-27367,+916301210399,ashish.thorat442@rediffmail.com,Hinjewadi PS,Maan,31,0,Cybercrime,Active
PO-0191,Kishore Iyer,ACP,MH-PUN-11617,+918544325176,kishore.iyer398@gmail.com,Bundgarden PS,Sassoon Road,148,7,Intelligence,Active
PO-0192,Neha Bhosale,Police Constable,MH-PUN-45180,+919256696327,neha.bhosale65@yahoo.com,Hinjewadi PS,Maan,75,13,Anti-Terrorism,Active
PO-0193,Varun Kale,DCP,MH-PUN-87831,+917591625191,varun.kale110@yahoo.com,Hadapsar PS,Phursungi,6,12,Traffic,Off Duty
PO-0194,Durga Nikam,Senior Inspector,MH-PUN-66441,+917422589929,durga.nikam329@outlook.com,Faraskhana PS,Shukrawar Peth,56,15,Traffic,Active
PO-0195,Kiran Wagh,Head Constable,MH-PUN-52714,+919400969989,kiran.wagh837@rediffmail.com,Viman Nagar PS,Dhanori,34,18,Narcotics,Active
PO-0196,Wasim Ansari,Inspector,MH-PUN-70505,+917570787423,wasim.ansari817@hotmail.com,Yerawada PS,Yerwada,22,25,Women & Child Safety,Active
PO-0197,Paresh Shelke,Police Constable,MH-PUN-96332,+917867979226,paresh.shelke434@rediffmail.com,Hadapsar PS,Magarpatta,119,19,Economic Offenses,Active
PO-0198,Renu Jadhav,Sub-Inspector,MH-PUN-24335,+917806094391,renu.jadhav681@hotmail.com,Bibvewadi PS,Bibvewadi,170,19,General Duty,Active
PO-0199,Archana Nikam,Sub-Inspector,MH-PUN-11382,+916377818215,archana.nikam228@outlook.com,Dattawadi PS,Parvati,119,11,Women & Child Safety,Active
PO-0200,Harsh Deshmukh,Sub-Inspector,MH-PUN-48722,+919192185888,harsh.deshmukh119@yahoo.com,Chinchwad PS,Akurdi,84,10,Economic Offenses,Active
PO-0201,Rashmi Verma,DCP,MH-PUN-69303,+918172127903,rashmi.verma308@gmail.com,Koregaon Park PS,Koregaon Park,10,10,Cybercrime,Active
PO-0202,Mukesh Dubey,Assistant Sub-Inspector,MH-PUN-53383,+919596126873,mukesh.dubey238@rediffmail.com,Kothrud PS,Karvenagar,52,20,Women & Child Safety,Active
PO-0203,Abhishek Patel,ACP,MH-PUN-10583,+917320959407,abhishek.patel286@gmail.com,Dattawadi PS,Parvati,142,5,Traffic,Active
PO-0204,Priya Kale,Senior Inspector,MH-PUN-88246,+919756387421,priya.kale402@outlook.com,Viman Nagar PS,Viman Nagar,94,11,Economic Offenses,Active
PO-0205,Mohan Patel,Assistant Sub-Inspector,MH-PUN-51049,+916356165519,mohan.patel313@gmail.com,Alandi PS,Alandi,100,22,Homicide,Active
PO-0206,Anita Bhosale,ACP,MH-PUN-65448,+917622558165,anita.bhosale651@outlook.com,Dehu Road PS,Dehu Road,147,5,Economic Offenses,Active
PO-0207,Rohan Syed,Inspector,MH-PUN-57059,+916620344871,rohan.syed140@yahoo.com,Faraskhana PS,Somwar Peth,148,16,Economic Offenses,Active
PO-0208,Smita Sen,DCP,MH-PUN-31922,+916707091264,smita.sen32@yahoo.com,Faraskhana PS,Somwar Peth,13,8,Narcotics,Active
PO-0209,Prateek Shah,Sub-Inspector,MH-PUN-85066,+916387643522,prateek.shah794@outlook.com,Viman Nagar PS,Dhanori,143,24,General Duty,Active
PO-0210,Renu Joshi,Sub-Inspector,MH-PUN-95678,+917419662531,renu.joshi896@gmail.com,Dattawadi PS,Dattawadi,72,11,Cybercrime,Active
PO-0211,Rajesh Joshi,Senior Inspector,MH-PUN-89988,+919278221407,rajesh.joshi631@yahoo.com,Wanowrie PS,Wanowrie,57,25,General Duty,Active
PO-0212,Kishore Mishra,Senior Inspector,MH-PUN-48356,+918714970148,kishore.mishra274@outlook.com,Saswad PS,Saswad,39,24,Women & Child Safety,Off Duty
PO-0213,Shekhar Bhosale,Head Constable,MH-PUN-29168,+918989575564,shekhar.bhosale254@rediffmail.com,Sinhagad Road PS,Nanded,41,18,Anti-Terrorism,Active
PO-0214,Geeta Shinde,ACP,MH-PUN-77582,+918845932321,geeta.shinde959@hotmail.com,Alandi PS,Alandi,129,10,Intelligence,Active
PO-0215,Prateek Reddy,Sub-Inspector,MH-PUN-80048,+919333893106,prateek.reddy992@rediffmail.com,Chakan PS,Chakan,131,8,Traffic,Off Duty
PO-0216,Pravin Shah,DCP,MH-PUN-55054,+916149330844,pravin.shah102@rediffmail.com,Sinhagad Road PS,Sinhagad Road,36,5,Economic Offenses,Active
PO-0217,Swati Banerjee,Police Constable,MH-PUN-30837,+918200223044,swati.banerjee671@hotmail.com,Sinhagad Road PS,Dhayari,26,11,Homicide,Active
PO-0218,Imran Khan,ACP,MH-PUN-95915,+916855590022,imran.khan98@gmail.com,Deccan PS,FC Road,127,2,Homicide,Active
PO-0219,Aadhya Patil,Sub-Inspector,MH-PUN-65353,+917612926731,aadhya.patil73@yahoo.com,Sangvi PS,Pimple Nilakh,27,23,Cybercrime,Active
PO-0220,Vishal Bhosale,Assistant Sub-Inspector,MH-PUN-94092,+917173456403,vishal.bhosale544@outlook.com,Vishrambaug PS,Sadashiv Peth,161,20,Homicide,Active
PO-0221,Omkar Sheikh,ACP,MH-PUN-90750,+919333264702,omkar.sheikh89@gmail.com,Shivajinagar PS,University Road,197,3,Intelligence,Active
PO-0222,Prashant Ghodke,Head Constable,MH-PUN-46302,+916366467312,prashant.ghodke567@outlook.com,Sinhagad Road PS,Dhayari,181,0,Anti-Terrorism,Active
PO-0223,Manish Wagh,Head Constable,MH-PUN-74865,+919221057584,manish.wagh247@rediffmail.com,Warje Malwadi PS,Warje,140,0,Traffic,Off Duty
PO-0224,Mayank Syed,ACP,MH-PUN-57895,+917918970742,mayank.syed483@gmail.com,Dehu Road PS,Dehu Road,155,2,General Duty,Active
PO-0225,Krishna Shaikh,Police Constable,MH-PUN-92388,+919554810443,krishna.shaikh719@rediffmail.com,Kondhwa PS,Kondhwa,168,17,Organized Crime,Active
PO-0226,Atharva Shelke,Head Constable,MH-PUN-30365,+918519544755,atharva.shelke601@gmail.com,Alandi PS,Alandi,183,13,Narcotics,Active
PO-0227,Santosh Chavan,Inspector,MH-PUN-50539,+917228250953,santosh.chavan13@yahoo.com,Mundhwa PS,Mundhwa,46,15,Traffic,Active
PO-0228,Sunil Thorat,Police Constable,MH-PUN-25473,+916459715348,sunil.thorat827@rediffmail.com,Sinhagad Road PS,Dhayari,139,2,Anti-Terrorism,Active
PO-0229,Mohit Kumar,Senior Inspector,MH-PUN-17266,+919708689346,mohit.kumar171@hotmail.com,Bharati Vidyapeeth PS,Dhankawadi,70,24,Cybercrime,Off Duty
PO-0230,Suresh Sheikh,Inspector,MH-PUN-15772,+916362585121,suresh.sheikh48@rediffmail.com,Bharati Vidyapeeth PS,Bharati Vidyapeeth,103,4,Homicide,Off Duty
PO-0231,Pravin Mulani,Head Constable,MH-PUN-52179,+917546952114,pravin.mulani938@hotmail.com,Chaturshrungi PS,Baner,24,18,Traffic,Active
PO-0232,Vijay Deshpande,Inspector,MH-PUN-62550,+916599391065,vijay.deshpande887@hotmail.com,Vishrantwadi PS,Range Hills,88,2,Organized Crime,Active
PO-0233,Ravi Wagh,Police Constable,MH-PUN-91620,+917598137488,ravi.wagh378@outlook.com,Dehu Road PS,Dehu Road,55,23,Organized Crime,Active
PO-0234,Amit Patil,Inspector,MH-PUN-40539,+918782837348,amit.patil860@gmail.com,Chaturshrungi PS,Baner,5,24,Women & Child Safety,Off Duty
PO-0235,Kabir Joshi,Head Constable,MH-PUN-65026,+919164311845,kabir.joshi996@yahoo.com,Vishrantwadi PS,Range Hills,28,1,Narcotics,Off Duty
PO-0236,Sita Thorat,Sub-Inspector,MH-PUN-86122,+916642698931,sita.thorat137@rediffmail.com,Mundhwa PS,Mundhwa,156,18,General Duty,Active
PO-0237,Rajesh Wagh,Senior Inspector,MH-PUN-61505,+918441511874,rajesh.wagh464@hotmail.com,Talegaon PS,Talegaon,24,6,Homicide,Active
PO-0238,Amit Pawar,DCP,MH-PUN-71086,+918536489528,amit.pawar124@outlook.com,Saswad PS,Saswad,58,14,Anti-Terrorism,Active
PO-0239,Advait Gaikwad,Inspector,MH-PUN-38183,+918259261469,advait.gaikwad94@yahoo.com,Nigdi PS,Bhosari,106,16,General Duty,Active
PO-0240,Vijay Deshmukh,DCP,MH-PUN-82869,+917201710492,vijay.deshmukh474@gmail.com,Kondhwa PS,NIBM,36,0,General Duty,Off Duty
PO-0241,Om Yadav,Senior Inspector,MH-PUN-99952,+916725265416,om.yadav601@hotmail.com,Kondhwa PS,Kondhwa,10,2,Narcotics,Off Duty
PO-0242,Durga Bhosale,Senior Inspector,MH-PUN-26059,+916594989531,durga.bhosale52@yahoo.com,Alandi PS,Alandi,190,12,Economic Offenses,Active
PO-0243,Pooja Suryawanshi,Assistant Sub-Inspector,MH-PUN-46042,+918578901124,pooja.suryawanshi905@yahoo.com,Khadak PS,Budhwar Peth,162,19,Intelligence,Active
PO-0244,Mohit Sharma,DCP,MH-PUN-17992,+916400407178,mohit.sharma393@yahoo.com,Yerawada PS,Kalyani Nagar,56,20,Organized Crime,Active
PO-0245,Pranav Shaikh,DCP,MH-PUN-81371,+919469403820,pranav.shaikh935@outlook.com,Chakan PS,Chakan,104,8,Homicide,Active
PO-0246,Vihaan Mulani,Inspector,MH-PUN-71824,+918923390510,vihaan.mulani599@yahoo.com,Hinjewadi PS,Wakad,30,7,Narcotics,Active
PO-0247,Manoj Shah,Senior Inspector,MH-PUN-32768,+917353994846,manoj.shah607@hotmail.com,Vishrambaug PS,Tilak Road,183,11,Intelligence,Active
PO-0248,Chetan Shah,Head Constable,MH-PUN-74517,+918288502642,chetan.shah503@gmail.com,Shivajinagar PS,Shivajinagar,19,7,Intelligence,Active
PO-0249,Aadhya Nikam,Assistant Sub-Inspector,MH-PUN-54663,+917961596686,aadhya.nikam865@hotmail.com,Lonavala PS,Lonavala,10,4,Intelligence,Active
PO-0250,Arnav Qureshi,Senior Inspector,MH-PUN-19506,+918856491925,arnav.qureshi965@rediffmail.com,Vishrantwadi PS,Khadki,91,9,Traffic,Active
PO-0251,Santosh Shaikh,Senior Inspector,MH-PUN-32833,+918339699130,santosh.shaikh682@outlook.com,Viman Nagar PS,Viman Nagar,101,9,Anti-Terrorism,Active
PO-0252,Imran Shah,Inspector,MH-PUN-33865,+918968449816,imran.shah991@outlook.com,Kondhwa PS,NIBM,168,18,Cybercrime,Off Duty
PO-0253,Siddharth Sheikh,Head Constable,MH-PUN-55457,+918280267742,siddharth.sheikh652@gmail.com,Lashkar PS,East Street,176,20,Traffic,Active
PO-0254,Prakash Mane,Senior Inspector,MH-PUN-43640,+916873538202,prakash.mane2@gmail.com,Lashkar PS,MG Road,117,23,Women & Child Safety,On Leave
PO-0255,Vandana Khaire,ACP,MH-PUN-23294,+919946892378,vandana.khaire885@outlook.com,Chakan PS,Chakan,46,14,Cybercrime,Active
PO-0256,Tushar Deshmukh,Police Constable,MH-PUN-23726,+916467013765,tushar.deshmukh175@rediffmail.com,Bundgarden PS,Bund Garden,192,2,Organized Crime,Off Duty
PO-0257,Akash Iyer,Inspector,MH-PUN-66534,+917752102334,akash.iyer912@rediffmail.com,Chinchwad PS,Chinchwad,18,3,Traffic,Active
PO-0258,Ajay Banerjee,Police Constable,MH-PUN-96585,+918419331516,ajay.banerjee244@gmail.com,Yerawada PS,Yerawada,105,18,Organized Crime,Off Duty
PO-0259,Reyansh Thorat,ACP,MH-PUN-21485,+918984652998,reyansh.thorat678@outlook.com,Pimpri PS,Pimpri,56,3,General Duty,Active
PO-0260,Atharva Verma,Police Constable,MH-PUN-62096,+919625163699,atharva.verma917@hotmail.com,Chatushrungi PS,Pashan,169,17,Women & Child Safety,Active
PO-0261,Shruti Sawant,Inspector,MH-PUN-44510,+919599352182,shruti.sawant270@yahoo.com,Faraskhana PS,Somwar Peth,149,1,Homicide,Active
PO-0262,Atharva Roy,ACP,MH-PUN-87296,+917694425527,atharva.roy63@rediffmail.com,Chakan PS,Chakan,142,21,Economic Offenses,Active
PO-0263,Sameer Shelke,ACP,MH-PUN-14551,+917229151674,sameer.shelke973@rediffmail.com,Alandi PS,Alandi,47,6,Narcotics,Active
PO-0264,Ira Ghosh,Head Constable,MH-PUN-92211,+917995616775,ira.ghosh610@hotmail.com,Dattawadi PS,Dattawadi,191,25,Cybercrime,Active
PO-0265,Asha Ghodke,DCP,MH-PUN-11620,+919220816186,asha.ghodke425@yahoo.com,Hinjewadi PS,Wakad,150,18,Intelligence,Active
PO-0266,Kabir Shah,Police Constable,MH-PUN-80206,+918541189818,kabir.shah271@rediffmail.com,Koregaon Park PS,Boat Club Road,151,19,Economic Offenses,Active
PO-0267,Pankaj Kadam,Inspector,MH-PUN-61877,+918841433502,pankaj.kadam244@gmail.com,Kondhwa PS,Pisoli,126,8,Traffic,Active
PO-0268,Kunal Salve,Sub-Inspector,MH-PUN-39878,+917422638422,kunal.salve998@rediffmail.com,Viman Nagar PS,Dhanori,73,23,Women & Child Safety,Active
PO-0269,Sanjay Singh,ACP,MH-PUN-73499,+918981560713,sanjay.singh58@outlook.com,Khadak PS,Budhwar Peth,21,9,Organized Crime,Active
PO-0270,Vijay Yadav,Inspector,MH-PUN-42701,+916590108029,vijay.yadav52@hotmail.com,Lonavala PS,Lonavala,75,11,Economic Offenses,Active
PO-0271,Wasim Deshmukh,Senior Inspector,MH-PUN-74066,+919290679038,wasim.deshmukh984@rediffmail.com,Hadapsar PS,Loni Kalbhor,93,5,Anti-Terrorism,Active
PO-0272,Sachin Deshmukh,Inspector,MH-PUN-31352,+917337673911,sachin.deshmukh663@yahoo.com,Vishrambaug PS,Tilak Road,57,8,Women & Child Safety,Active
PO-0273,Sameer Bhosale,Inspector,MH-PUN-39329,+918753204271,sameer.bhosale825@hotmail.com,Kothrud PS,Bhusari Colony,113,12,Traffic,Active
PO-0274,Vikram Shelke,ACP,MH-PUN-86609,+916107889398,vikram.shelke524@hotmail.com,Vishrantwadi PS,Range Hills,81,21,Cybercrime,Active
PO-0275,Nilesh Reddy,Police Constable,MH-PUN-44229,+918302250101,nilesh.reddy154@outlook.com,Bundgarden PS,Bund Garden,19,25,Intelligence,Active
PO-0276,Wasim Bhosale,DCP,MH-PUN-48745,+918549431487,wasim.bhosale415@rediffmail.com,Chandannagar PS,Wadgaon Sheri,14,18,Intelligence,Off Duty
PO-0277,Manoj Ghosh,DCP,MH-PUN-98063,+918644725181,manoj.ghosh308@yahoo.com,Wagholi PS,Wagholi,80,3,Economic Offenses,Active
PO-0278,Bharat Khan,Senior Inspector,MH-PUN-95778,+916338642889,bharat.khan364@yahoo.com,Kothrud PS,Bhusari Colony,112,25,Traffic,Active
PO-0279,Vikram Qureshi,DCP,MH-PUN-17035,+916607042021,vikram.qureshi911@yahoo.com,Chatushrungi PS,Lavale,35,21,Women & Child Safety,Active
PO-0280,Myra Qureshi,Assistant Sub-Inspector,MH-PUN-36253,+918539366395,myra.qureshi584@rediffmail.com,Shivajinagar PS,University Road,85,22,Homicide,Active
PO-0281,Nisha Reddy,Senior Inspector,MH-PUN-93165,+916105061082,nisha.reddy463@hotmail.com,Kothrud PS,Karvenagar,199,24,Homicide,Active
PO-0282,Sumit Shaikh,Assistant Sub-Inspector,MH-PUN-90541,+919780202067,sumit.shaikh440@rediffmail.com,Alandi PS,Alandi,127,12,General Duty,Active
PO-0283,Karan Patil,Head Constable,MH-PUN-12348,+916772899961,karan.patil752@yahoo.com,Bundgarden PS,Bund Garden,182,11,Anti-Terrorism,Active
PO-0284,Sarita Patel,Assistant Sub-Inspector,MH-PUN-18557,+916420192227,sarita.patel972@hotmail.com,Nigdi PS,Bhosari,191,16,Intelligence,Active
PO-0285,Jayshree Ghosh,Senior Inspector,MH-PUN-74248,+918905430477,jayshree.ghosh193@yahoo.com,Sinhagad Road PS,Nanded,9,7,Narcotics,Active
PO-0286,Deepak Bose,Assistant Sub-Inspector,MH-PUN-26143,+918863548641,deepak.bose667@gmail.com,Chandannagar PS,Chandan Nagar,168,8,Organized Crime,Active
PO-0287,Tejas Pawar,Inspector,MH-PUN-25176,+919577078832,tejas.pawar390@gmail.com,Chandannagar PS,Wadgaon Sheri,69,15,Homicide,Active
PO-0288,Vishal Sharma,Police Constable,MH-PUN-91631,+917549710722,vishal.sharma851@gmail.com,Koregaon Park PS,Koregaon Park,77,3,Cybercrime,Active
PO-0289,Mahesh Syed,Head Constable,MH-PUN-56913,+919417130941,mahesh.syed165@gmail.com,Vishrantwadi PS,Bopodi,58,22,Economic Offenses,Active
PO-0290,Vivaan Roy,Sub-Inspector,MH-PUN-85255,+919260142678,vivaan.roy973@gmail.com,Alandi PS,Alandi,190,23,Cybercrime,Off Duty
PO-0291,Prateek Wagh,DCP,MH-PUN-16564,+916973143678,prateek.wagh179@gmail.com,Talegaon PS,Talegaon,97,25,Traffic,Active
PO-0292,Dhruv Qureshi,Inspector,MH-PUN-28139,+917452896879,dhruv.qureshi367@rediffmail.com,Swargate PS,Market Yard,192,2,Traffic,Off Duty
PO-0293,Arnav Bhandari,DCP,MH-PUN-45629,+919840777094,arnav.bhandari872@rediffmail.com,Kondhwa PS,Kondhwa Budruk,171,25,Homicide,Active
PO-0294,Rahul Pawar,DCP,MH-PUN-84572,+919294627041,rahul.pawar626@rediffmail.com,Chaturshrungi PS,Baner,161,0,Homicide,Active
PO-0295,Priya Sharma,Inspector,MH-PUN-18301,+918803272515,priya.sharma322@gmail.com,Faraskhana PS,Shukrawar Peth,178,16,Intelligence,Active
PO-0296,Umesh Nikam,Sub-Inspector,MH-PUN-66734,+917617468048,umesh.nikam355@rediffmail.com,Vishrantwadi PS,Vishrantwadi,147,19,General Duty,Active
PO-0297,Hitesh Qureshi,DCP,MH-PUN-31679,+916906841821,hitesh.qureshi504@hotmail.com,Chinchwad PS,Chinchwad,89,8,General Duty,Active
PO-0298,Aparna Pathan,Sub-Inspector,MH-PUN-70174,+919960347752,aparna.pathan587@rediffmail.com,Hadapsar PS,Magarpatta,132,14,Traffic,Active
PO-0299,Manisha Das,Sub-Inspector,MH-PUN-62879,+919138474240,manisha.das571@outlook.com,Chandannagar PS,Kharadi,28,25,Intelligence,On Leave
PO-0300,Hemant Mehta,DCP,MH-PUN-54676,+918986170931,hemant.mehta56@yahoo.com,Khadak PS,Raviwar Peth,89,17,Intelligence,Active
