criminal_id,first_name,last_name,full_name,nickname,gender,age,dob,blood_group,nationality,religion,marital_status,phone_number,email,aadhaar_number,passport_number,address,area_name,city,state,pincode,latitude,longitude,gang_name,gang_role,education_level,occupation,criminal_category,risk_level,fingerprint_id,dna_profile_id,eye_color,hair_color,height_cm,weight_kg,body_marks,face_image_path,mugshot_image,last_known_location,last_seen_date,arrest_count,conviction_count,prison_history,bail_status,most_common_crime,crime_style,preferred_weapon,active_status,wanted_status,created_at
CRM-IND-01409,Sunil,Pathan,Sunil Pathan,Ghost,Male,37,1988-05-19,B-,Indian,Christian,Divorced,+916409796191,sunil.pathan96@yahoo.com,984087298954,M5022032,"254, Sai Chowk, Bavdhan, Pune - 411021",Bavdhan,Pune,Maharashtra,411021,18.513775,73.776352,,,Higher Secondary,Waiter,Non-violent,High,FP-01409,DNA-01409,Brown,Dark Brown,175.3,57.3,Mole near right eye,mock_images/faces/CRM-IND-01409_mugshot.jpg,mock_images/faces/CRM-IND-01409_mugshot.jpg,Bavdhan,2024-03-23,12,0,No prior convictions,Released,Robbery,Solo operator. Methodical planning. Avoids CCTV areas. Uses disguises.,Axe,0,0,2026-08-08 22:55:42
CRM-IND-01410,Mohit,Kale,Mohit Kale,Boxer,Male,32,1993-04-22,AB-,Indian,Jain,Single,+917443017647,mohit.kale387@rediffmail.com,991432705575,E5793690,"440, Tilak Apartments, Bhusari Colony, Pune - 411038",Bhusari Colony,Pune,Maharashtra,411038,18.501384,73.817028,,,Graduate,Painter,Non-violent,High,FP-01410,DNA-01410,Dark Brown,Dark Brown,173.2,89.5,Scar on forehead,mock_images/faces/CRM-IND-01410_mugshot.jpg,mock_images/faces/CRM-IND-01410_mugshot.jpg,Bhusari Colony,2025-10-09,3,3,"Arthur Road Jail (1yr for Assault, 2016-2017); Pune District Jail (2yr for Sexual Offense, 2012-2014); Yerawada Central Jail (4yr for Sexual Offense, 2015-2019)",Not Applicable,Murder,Tech-savvy offender. Uses digital tools. Known for Murder operations.,Hammer,1,0,2026-08-08 22:55:42
CRM-IND-01411,Shaurya,Pathan,Shaurya Pathan,Langda,Male,47,1978-10-23,B+,Indian,Buddhist,Married,+918217506097,shaurya.pathan832@yahoo.com,691181654709,,"190, Krishna Residency, Market Yard, Pune - 411037",Market Yard,Pune,Maharashtra,411037,18.494609,73.868128,,,Higher Secondary,Shop Owner,Violent,High,FP-01411,DNA-01411,Dark Brown,Bald,162.2,70.6,,mock_images/faces/CRM-IND-01411_mugshot.jpg,mock_images/faces/CRM-IND-01411_mugshot.jpg,Market Yard,2024-02-06,1,0,No prior convictions,On Bail,Kidnapping,Tech-savvy offender. Uses digital tools. Known for Kidnapping operations.,None,1,1,2026-08-08 22:55:42
CRM-IND-01412,Rakesh,Thorat,Rakesh Thorat,,Male,23,2002-05-24,O+,Indian,Hindu,Widowed,+919338902301,rakesh.thorat501@yahoo.com,550940823680,,"273, Gandhi Chowk, Pune Station, Pune - 411001",Pune Station,Pune,Maharashtra,411001,18.525632,73.874152,,,Post Graduate,Delivery Agent,Organized Crime,Critical,FP-01412,DNA-01412,Dark Brown,Grey,165.7,68.6,Tattoo on neck,mock_images/faces/CRM-IND-01412_face_1.jpg,mock_images/faces/CRM-IND-01412_mugshot.jpg,Pune Station,2024-03-19,6,2,"Kolhapur Jail (4yr for Assault, 2011-2015); Nashik Road Central Jail (2yr for Cybercrime, 2011-2013)",Not Applicable,Cybercrime,Opportunistic. Strikes during festivals and crowded events. Blends in.,None,0,0,2026-08-08 22:55:42
CRM-IND-01413,Gaurav,Syed,Gaurav Syed,Langda,Male,46,1979-11-03,B-,Indian,Muslim,Married,+917493048317,gaurav.syed405@yahoo.com,832770936517,G6624200,"58, Gandhi Complex, Kothrud, Pune - 411038",Kothrud,Pune,Maharashtra,411038,18.510009,73.80325,,,Higher Secondary,Farmer,Violent,Low,FP-01413,DNA-01413,Dark Brown,Grey,175.2,86.5,Scar on left cheek,mock_images/faces/CRM-IND-01413_mugshot.jpg,mock_images/faces/CRM-IND-01413_mugshot.jpg,Kothrud,2025-11-08,6,3,"Pune District Jail (2yr for Theft, 2020-2022); Pune District Jail (4yr for Kidnapping, 2011-2015); Arthur Road Jail (2yr for Drug Offense, 2012-2014)",On Bail,Robbery,Opportunistic. Strikes during festivals and crowded events. Blends in.,Axe,1,0,2026-08-08 22:55:42
CRM-IND-01414,Asha,Banerjee,Asha Banerjee,,Female,65,1960-10-14,O+,Indian,Jain,Married,+919435806795,asha.banerjee978@rediffmail.com,659326153769,,"401, Ambedkar Colony, Ravet, Pune - 412101",Ravet,Pune,Maharashtra,412101,18.649616,73.752864,Tiger Gang,Member,Graduate,Waiter,Non-violent,High,FP-01414,DNA-01414,Dark Brown,Brown,182.9,71.4,Tattoo on chest,mock_images/faces/CRM-IND-01414_mugshot.jpg,mock_images/faces/CRM-IND-01414_mugshot.jpg,Ravet,2025-03-29,7,6,"Pune District Jail (2yr for Extortion, 2015-2017); Taloja Central Jail (4yr for Cybercrime, 2021-2025); Pune District Jail (4yr for Murder, 2018-2022)",On Bail,Assault,Operates during nighttime. Uses Knife. Targets isolated locations.,Knife,0,0,2026-08-08 22:55:42
CRM-IND-01415,Manish,Syed,Manish Syed,,Male,38,1987-07-27,A-,Indian,Hindu,Widowed,+919508196930,manish.syed317@gmail.com,260565532526,,"425, Gandhi Society, Sassoon Road, Pune - 411001",Sassoon Road,Pune,Maharashtra,411001,18.526017,73.871688,,,Graduate,Electrician,White Collar,High,FP-01415,DNA-01415,Dark Brown,Dark Brown,157.5,55.6,,mock_images/faces/CRM-IND-01415_mugshot.jpg,mock_images/faces/CRM-IND-01415_mugshot.jpg,Sassoon Road,2025-07-28,4,1,"Taloja Central Jail (4yr for Theft, 2012-2016)",On Bail,Murder,Tech-savvy offender. Uses digital tools. Known for Murder operations.,Machete,1,0,2026-08-08 22:55:42
CRM-IND-01416,Anil,Gaikwad,Anil Gaikwad,,Male,44,1981-11-07,A-,Indian,Muslim,Married,+919363249822,anil.gaikwad121@gmail.com,992169824484,,"338, Phule Complex, Karvenagar, Pune - 411052",Karvenagar,Pune,Maharashtra,411052,18.498205,73.812508,,,Secondary School,IT Professional,Violent,Medium,FP-01416,DNA-01416,Black,Dark Brown,151.1,69.6,Tattoo on chest,mock_images/faces/CRM-IND-01416_mugshot.jpg,mock_images/faces/CRM-IND-01416_mugshot.jpg,Karvenagar,2024-08-31,12,0,No prior convictions,Released,Kidnapping,Operates during nighttime. Uses Hammer. Targets isolated locations.,Hammer,1,0,2026-08-08 22:55:42
CRM-IND-01417,Naresh,Tiwari,Naresh Tiwari,Bullet,Male,27,1998-03-03,B+,Indian,Hindu,Single,+916488579550,naresh.tiwari776@gmail.com,204677981771,,"414, Krishna Residency, Gokhale Nagar, Pune - 411016",Gokhale Nagar,Pune,Maharashtra,411016,18.530147,73.835634,,,No Formal Education,Construction Worker,Non-violent,Critical,FP-01417,DNA-01417,Brown,Bald,151.8,79.0,,mock_images/faces/CRM-IND-01417_face_1.jpg,mock_images/faces/CRM-IND-01417_mugshot.jpg,Gokhale Nagar,2025-11-20,14,8,"Arthur Road Jail (4yr for Assault, 2016-2020); Yerawada Central Jail (1yr for Extortion, 2011-2012); Pune District Jail (3yr for Robbery, 2014-2017)",Not Applicable,Extortion,Works with accomplices. Uses stolen vehicles. Specializes in Extortion.,None,1,1,2026-08-08 22:55:42
CRM-IND-01418,Rajesh,Gaikwad,Rajesh Gaikwad,Devil,Male,48,1977-07-26,B+,Indian,Muslim,Married,+917934699904,rajesh.gaikwad470@hotmail.com,232354766056,,"114, Sai Nagar, Dhayari, Pune - 411041",Dhayari,Pune,Maharashtra,411041,18.455832,73.80934,Steel Vipers,Associate,Diploma,Unemployed,Violent,Medium,FP-01418,DNA-01418,Brown,Grey,167.5,56.7,,mock_images/faces/CRM-IND-01418_face_1.jpg,mock_images/faces/CRM-IND-01418_mugshot.jpg,Dhayari,2024-08-16,5,3,"Nashik Road Central Jail (1yr for Assault, 2021-2022); Pune District Jail (2yr for Fraud, 2017-2019); Taloja Central Jail (3yr for Cybercrime, 2017-2020)",Bail Denied,Murder,Opportunistic. Strikes during festivals and crowded events. Blends in.,None,1,1,2026-08-08 22:55:42
CRM-IND-01419,Kabir,Pathan,Kabir Pathan,Kala,Male,31,1994-10-11,AB-,Indian,Hindu,Married,+917349185488,kabir.pathan694@hotmail.com,633980343232,E3202004,"466, Gandhi Chowk, Maan, Pune - 411057",Maan,Pune,Maharashtra,411057,18.562615,73.736442,Steel Vipers,Lieutenant,No Formal Education,Truck Driver,White Collar,Critical,FP-01419,DNA-01419,Black,Dark Brown,170.4,71.2,,mock_images/faces/CRM-IND-01419_mugshot.jpg,mock_images/faces/CRM-IND-01419_mugshot.jpg,Maan,2025-02-03,9,9,"Nashik Road Central Jail (3yr for Sexual Offense, 2022-2025); Arthur Road Jail (1yr for Drug Offense, 2016-2017); Kolhapur Jail (2yr for Robbery, 2011-2013)",Released,Kidnapping,Solo operator. Methodical planning. Avoids CCTV areas. Uses disguises.,Hammer,1,1,2026-08-08 22:55:42
CRM-IND-01420,Kunal,Mane,Kunal Mane,,Male,57,1968-12-04,AB+,Indian,Jain,Married,+919563792795,kunal.mane970@outlook.com,208534577429,,"150, Krishna Complex, Kondhwa, Pune - 411048",Kondhwa,Pune,Maharashtra,411048,18.466129,73.878756,Snake Eyes,Weapons Handler,Diploma,Student,Organized Crime,Low,FP-01420,DNA-01420,Dark Brown,Brown,152.0,71.1,,mock_images/faces/CRM-IND-01420_mugshot.jpg,mock_images/faces/CRM-IND-01420_mugshot.jpg,Kondhwa,2025-10-19,14,8,"Arthur Road Jail (3yr for Extortion, 2018-2021); Nashik Road Central Jail (4yr for Cybercrime, 2017-2021); Taloja Central Jail (4yr for Murder, 2022-2026)",Released,Extortion,Solo operator. Methodical planning. Avoids CCTV areas. Uses disguises.,Machete,1,0,2026-08-08 22:55:42
CRM-IND-01421,Pooja,Mehta,Pooja Mehta,,Female,28,1997-05-23,B+,Indian,Christian,Married,+918602310169,pooja.mehta389@yahoo.com,441258318408,,"25, Ganesh Galli, Lohegaon, Pune - 411032",Lohegaon,Pune,Maharashtra,411032,18.588091,73.918904,,,Diploma,Tailor,Non-violent,Medium,FP-01421,DNA-01421,Dark Brown,Bald,180.2,76.5,Scar on right arm,mock_images/faces/CRM-IND-01421_mugshot.jpg,mock_images/faces/CRM-IND-01421_mugshot.jpg,Lohegaon,2024-06-26,14,7,"Kolhapur Jail (1yr for Drug Offense, 2022-2023); Pune District Jail (3yr for Fraud, 2021-2024); Arthur Road Jail (1yr for Sexual Offense, 2012-2013)",On Bail,Cybercrime,Solo operator. Methodical planning. Avoids CCTV areas. Uses disguises.,Sword,0,0,2026-08-08 22:55:42
CRM-IND-01422,Mohit,Kumar,Mohit Kumar,Scorpion,Male,54,1971-05-07,B-,Indian,Hindu,Divorced,+919706184374,mohit.kumar861@gmail.com,791614572508,C7046175,"127, Tilak Chowk, Undri, Pune - 411060",Undri,Pune,Maharashtra,411060,18.451026,73.893089,Dhole Patti Gang,Lookout,Post Graduate,Security Guard,Violent,Medium,FP-01422,DNA-01422,Dark Brown,Grey,173.7,74.3,,mock_images/faces/CRM-IND-01422_face_1.jpg,mock_images/faces/CRM-IND-01422_mugshot.jpg,Undri,2024-07-23,4,0,No prior convictions,On Bail,Theft,Tech-savvy offender. Uses digital tools. Known for Theft operations.,Iron Rod,1,0,2026-08-08 22:55:42
CRM-IND-01423,Reyansh,Gupta,Reyansh Gupta,Prince,Male,42,1983-10-26,A+,Indian,Jain,Married,+916528451299,reyansh.gupta357@gmail.com,308475746230,,"431, Krishna Nagar, Range Hills, Pune - 411007",Range Hills,Pune,Maharashtra,411007,18.558969,73.830372,Night Wolves,Lieutenant,Graduate,Truck Driver,White Collar,Low,FP-01423,DNA-01423,Dark Brown,Bald,147.3,78.9,,mock_images/faces/CRM-IND-01423_mugshot.jpg,mock_images/faces/CRM-IND-01423_mugshot.jpg,Range Hills,2025-05-19,15,12,"Yerawada Central Jail (1yr for Theft, 2022-2023); Kolhapur Jail (5yr for Cybercrime, 2019-2024); Nashik Road Central Jail (1yr for Extortion, 2015-2016)",Bail Denied,Cybercrime,Solo operator. Methodical planning. Avoids CCTV areas. Uses disguises.,None,0,0,2026-08-08 22:55:42
CRM-IND-01424,Hemant,Das,Hemant Das,Cobra,Male,25,2000-11-07,AB+,Indian,Hindu,Divorced,+917106129042,hemant.das212@rediffmail.com,538219193120,,"256, Phule Main Road, Laxmi Road, Pune - 411002",Laxmi Road,Pune,Maharashtra,411002,18.508321,73.852965,,,Higher Secondary,Scrap Dealer,Organized Crime,High,FP-01424,DNA-01424,Brown,Dark Brown,186.0,82.3,,mock_images/faces/CRM-IND-01424_mugshot.jpg,mock_images/faces/CRM-IND-01424_mugshot.jpg,Laxmi Road,2025-03-21,4,2,"Arthur Road Jail (4yr for Extortion, 2010-2014); Nashik Road Central Jail (3yr for Drug Offense, 2010-2013)",On Bail,Cybercrime,Operates during nighttime. Uses None. Targets isolated locations.,None,1,0,2026-08-08 22:55:42
CRM-IND-01425,Ishaan,Patel,Ishaan Patel,,Male,55,1970-02-21,AB+,Indian,Hindu,Married,+916300505513,ishaan.patel810@outlook.com,559334927824,,"173, Patel Galli, Pune Station, Pune - 411001",Pune Station,Pune,Maharashtra,411001,18.532687,73.873755,,,Graduate,Truck Driver,Habitual Offender,Medium,FP-01425,DNA-01425,Black,Black,145.5,66.0,Tattoo on right forearm,mock_images/faces/CRM-IND-01425_face_1.jpg,mock_images/faces/CRM-IND-01425_mugshot.jpg,Pune Station,2025-03-20,10,3,"Pune District Jail (1yr for Drug Offense, 2016-2017); Yerawada Central Jail (3yr for Extortion, 2013-2016); Arthur Road Jail (1yr for Drug Offense, 2020-2021)",On Bail,Cybercrime,Opportunistic. Strikes during festivals and crowded events. Blends in.,Cricket Bat,1,1,2026-08-08 22:55:42
CRM-IND-01426,Indira,Yadav,Indira Yadav,Don,Female,33,1992-05-22,B-,Indian,Muslim,Married,+919376759716,indira.yadav285@hotmail.com,867271359367,K5586464,"405, Shivaji Society, Dapodi, Pune - 411012",Dapodi,Pune,Maharashtra,411012,18.565283,73.823581,,,Diploma,Cook,Violent,Medium,FP-01426,DNA-01426,Brown,Brown,162.8,75.3,Scar on left cheek,mock_images/faces/CRM-IND-01426_face_1.jpg,mock_images/faces/CRM-IND-01426_mugshot.jpg,Dapodi,2025-10-07,4,2,"Kolhapur Jail (5yr for Extortion, 2017-2022); Arthur Road Jail (4yr for Extortion, 2011-2015)",On Bail,Fraud,Opportunistic. Strikes during festivals and crowded events. Blends in.,None,1,0,2026-08-08 22:55:42
CRM-IND-01427,Dhruv,Bhosale,Dhruv Bhosale,Dada,Male,40,1985-09-24,B+,Indian,Hindu,Married,+919171864551,dhruv.bhosale320@rediffmail.com,242177138998,,"17, Patel Society, Vishrantwadi, Pune - 411015",Vishrantwadi,Pune,Maharashtra,411015,18.571797,73.858058,,,No Formal Education,Factory Worker,Violent,Critical,FP-01427,DNA-01427,Hazel,Bald,153.8,76.9,,mock_images/faces/CRM-IND-01427_face_1.jpg,mock_images/faces/CRM-IND-01427_mugshot.jpg,Vishrantwadi,2024-11-06,14,0,No prior convictions,Released,Drug Offense,Operates during nighttime. Uses Knife. Targets isolated locations.,Knife,0,0,2026-08-08 22:55:42
CRM-IND-01428,Vihaan,More,Vihaan More,Prince,Male,43,1982-06-14,O-,Indian,Hindu,Married,+918171360313,vihaan.more433@yahoo.com,611114813867,,"92, Gandhi Lane, Hinjewadi, Pune - 411057",Hinjewadi,Pune,Maharashtra,411057,18.595483,73.74203,,,Graduate,Painter,White Collar,Medium,FP-01428,DNA-01428,Hazel,Bald,167.2,75.1,,mock_images/faces/CRM-IND-01428_mugshot.jpg,mock_images/faces/CRM-IND-01428_mugshot.jpg,Hinjewadi,2025-06-24,7,1,"Kolhapur Jail (5yr for Kidnapping, 2011-2016)",On Bail,Murder,Solo operator. Methodical planning. Avoids CCTV areas. Uses disguises.,Cricket Bat,1,0,2026-08-08 22:55:42
CRM-IND-01429,Radha,Mehta,Radha Mehta,,Female,20,2005-02-09,A-,Indian,Hindu,Married,+916293870943,radha.mehta625@gmail.com,999266799553,,"35, Gandhi Complex, Loni Kalbhor, Pune - 412201",Loni Kalbhor,Pune,Maharashtra,412201,18.460835,73.95696,Shadow Syndicate,Member,Diploma,Business,Non-violent,Low,FP-01429,DNA-01429,Dark Brown,Brown,161.0,63.6,,mock_images/faces/CRM-IND-01429_mugshot.jpg,mock_images/faces/CRM-IND-01429_mugshot.jpg,Loni Kalbhor,2025-06-08,1,0,No prior convictions,On Bail,Sexual Offense,Tech-savvy offender. Uses digital tools. Known for Sexual Offense operations.,Iron Rod,1,0,2026-08-08 22:55:42
CRM-IND-01430,Sunita,Pawar,Sunita Pawar,Dabang,Female,55,1970-10-07,A-,Indian,Hindu,Married,+917341353271,sunita.pawar82@gmail.com,496960928915,,"232, Chhatrapati Residency, Talegaon, Pune - 410507",Talegaon,Pune,Maharashtra,410507,18.727299,73.679712,Tiger Gang,Enforcer,Higher Secondary,Auto Driver,Non-violent,Low,FP-01430,DNA-01430,Hazel,Black,167.2,78.0,Knife scar on abdomen,mock_images/faces/CRM-IND-01430_mugshot.jpg,mock_images/faces/CRM-IND-01430_mugshot.jpg,Talegaon,2024-11-13,4,4,"Taloja Central Jail (2yr for Cybercrime, 2013-2015); Pune District Jail (1yr for Extortion, 2015-2016); Pune District Jail (5yr for Kidnapping, 2020-2025)",Released,Fraud,Tech-savvy offender. Uses digital tools. Known for Fraud operations.,Iron Rod,0,0,2026-08-08 22:55:42
CRM-IND-01431,Ashish,Wagh,Ashish Wagh,Hawk,Male,54,1971-04-01,A+,Indian,Hindu,Single,+916672467299,ashish.wagh575@rediffmail.com,249878529914,V3479117,"41, Ganesh Nagar, Dhayari, Pune - 411041",Dhayari,Pune,Maharashtra,411041,18.456151,73.801728,Shinde Group,Leader,Primary School,Electrician,Habitual Offender,Low,FP-01431,DNA-01431,Hazel,Dark Brown,191.6,63.8,Mole near right eye,mock_images/faces/CRM-IND-01431_mugshot.jpg,mock_images/faces/CRM-IND-01431_mugshot.jpg,Dhayari,2025-08-11,5,4,"Arthur Road Jail (3yr for Theft, 2017-2020); Pune District Jail (4yr for Robbery, 2017-2021); Taloja Central Jail (5yr for Theft, 2018-2023)",Released,Sexual Offense,Opportunistic. Strikes during festivals and crowded events. Blends in.,Sword,0,0,2026-08-08 22:55:42
CRM-IND-01432,Siddharth,Gupta,Siddharth Gupta,Dada,Male,41,1984-08-03,AB+,Indian,Hindu,Divorced,+917959859665,siddharth.gupta469@rediffmail.com,460148346423,G2570416,"429, Shivaji Society, Sangvi, Pune - 411027",Sangvi,Pune,Maharashtra,411027,18.573736,73.809072,,,Primary School,Farmer,Non-violent,Critical,FP-01432,DNA-01432,Brown,Bald,165.7,75.5,Birthmark on back,mock_images/faces/CRM-IND-01432_mugshot.jpg,mock_images/faces/CRM-IND-01432_mugshot.jpg,Sangvi,2024-02-22,4,2,"Arthur Road Jail (3yr for Cybercrime, 2010-2013); Pune District Jail (2yr for Extortion, 2019-2021)",Not Applicable,Theft,Opportunistic. Strikes during festivals and crowded events. Blends in.,Knife,0,0,2026-08-08 22:55:42
CRM-IND-01433,Omkar,Pawar,Omkar Pawar,Ghost,Male,44,1981-12-02,A-,Indian,Hindu,Widowed,+917164291322,omkar.pawar953@rediffmail.com,389182598154,,"461, Phule Colony, Uruli Kanchan, Pune - 412202",Uruli Kanchan,Pune,Maharashtra,412202,18.473025,73.983913,,,Post Graduate,Security Guard,Organized Crime,Low,FP-01433,DNA-01433,Brown,Dark Brown,168.6,87.4,,mock_images/faces/CRM-IND-01433_mugshot.jpg,mock_images/faces/CRM-IND-01433_mugshot.jpg,Uruli Kanchan,2025-03-04,7,1,"Yerawada Central Jail (3yr for Sexual Offense, 2022-2025)",Released,Robbery,Opportunistic. Strikes during festivals and crowded events. Blends in.,Hammer,0,0,2026-08-08 22:55:42
CRM-IND-01434,Rupesh,Banerjee,Rupesh Banerjee,,Male,59,1966-10-26,A+,Indian,Jain,Married,+918757618360,rupesh.banerjee711@yahoo.com,299135632921,,"476, Phule Lane, Dehu Road, Pune - 412101",Dehu Road,Pune,Maharashtra,412101,18.670465,73.759057,Vishrantwadi Boys,Lieutenant,Secondary School,IT Professional,Habitual Offender,High,FP-01434,DNA-01434,Dark Brown,Brown,145.4,65.8,Mole near right eye,mock_images/faces/CRM-IND-01434_mugshot.jpg,mock_images/faces/CRM-IND-01434_mugshot.jpg,Dehu Road,2024-08-11,4,3,"Yerawada Central Jail (1yr for Theft, 2020-2021); Taloja Central Jail (3yr for Theft, 2013-2016); Arthur Road Jail (4yr for Robbery, 2017-2021)",On Bail,Murder,Tech-savvy offender. Uses digital tools. Known for Murder operations.,None,1,1,2026-08-08 22:55:42
CRM-IND-01435,Akash,Syed,Akash Syed,Ghost,Male,61,1964-07-08,O+,Indian,Christian,Married,+918879286882,akash.syed283@rediffmail.com,647928597837,,"348, Chhatrapati Chowk, Ambegaon, Pune - 411046",Ambegaon,Pune,Maharashtra,411046,18.439473,73.848905,,,ITI,Street Vendor,Organized Crime,Low,FP-01435,DNA-01435,Hazel,Brown,153.4,72.7,Tattoo on right forearm,mock_images/faces/CRM-IND-01435_mugshot.jpg,mock_images/faces/CRM-IND-01435_mugshot.jpg,Ambegaon,2025-06-14,4,4,"Yerawada Central Jail (3yr for Kidnapping, 2011-2014); Arthur Road Jail (1yr for Sexual Offense, 2021-2022); Pune District Jail (5yr for Assault, 2017-2022)",Released,Sexual Offense,Tech-savvy offender. Uses digital tools. Known for Sexual Offense operations.,None,1,1,2026-08-08 22:55:42
CRM-IND-01436,Vishal,Bhandari,Vishal Bhandari,Devil,Male,34,1991-02-02,A+,Indian,Hindu,Divorced,+919699896829,vishal.bhandari624@rediffmail.com,453839928772,,"268, Gandhi Lane, Sassoon Road, Pune - 411001",Sassoon Road,Pune,Maharashtra,411001,18.524954,73.865628,,,Post Graduate,Delivery Agent,Non-violent,High,FP-01436,DNA-01436,Brown,Grey,160.2,87.3,,mock_images/faces/CRM-IND-01436_face_1.jpg,mock_images/faces/CRM-IND-01436_mugshot.jpg,Sassoon Road,2025-08-04,14,5,"Nashik Road Central Jail (3yr for Cybercrime, 2014-2017); Arthur Road Jail (1yr for Fraud, 2010-2011); Nashik Road Central Jail (4yr for Kidnapping, 2018-2022)",Not Applicable,Fraud,Tech-savvy offender. Uses digital tools. Known for Fraud operations.,Axe,0,0,2026-08-08 22:55:42
CRM-IND-01437,Dinesh,Nikam,Dinesh Nikam,Dabang,Male,28,1997-09-24,A-,Indian,Hindu,Married,+918308909962,dinesh.nikam631@rediffmail.com,286161271593,E5141337,"60, Gandhi Residency, Chandan Nagar, Pune - 411014",Chandan Nagar,Pune,Maharashtra,411014,18.556086,73.926304,Dhole Patti Gang,Leader,No Formal Education,Waiter,White Collar,Low,FP-01437,DNA-01437,Brown,Grey,178.7,50.1,Scar on right arm,mock_images/faces/CRM-IND-01437_mugshot.jpg,mock_images/faces/CRM-IND-01437_mugshot.jpg,Chandan Nagar,2025-09-30,4,1,"Taloja Central Jail (1yr for Murder, 2020-2021)",Bail Denied,Cybercrime,Works with accomplices. Uses stolen vehicles. Specializes in Cybercrime.,Knife,1,0,2026-08-08 22:55:42
CRM-IND-01438,Aarav,Patel,Aarav Patel,Don,Male,63,1962-10-03,A-,Indian,Jain,Widowed,+917953281339,aarav.patel306@rediffmail.com,727284218590,,"140, Krishna Residency, Bhosari, Pune - 411039",Bhosari,Pune,Maharashtra,411039,18.635458,73.828893,,,Higher Secondary,Unemployed,Organized Crime,Low,FP-01438,DNA-01438,Brown,Grey,173.4,63.8,Tattoo on chest,mock_images/faces/CRM-IND-01438_mugshot.jpg,mock_images/faces/CRM-IND-01438_mugshot.jpg,Bhosari,2025-05-10,15,14,"Arthur Road Jail (1yr for Theft, 2019-2020); Arthur Road Jail (5yr for Cybercrime, 2016-2021); Pune District Jail (3yr for Kidnapping, 2016-2019)",Released,Theft,Works with accomplices. Uses stolen vehicles. Specializes in Theft.,None,1,0,2026-08-08 22:55:42
CRM-IND-01439,Swati,Ghosh,Swati Ghosh,Kala,Female,41,1984-04-12,O+,Indian,Hindu,Married,+919604428049,swati.ghosh281@hotmail.com,534057646116,,"84, Nehru Lane, Keshav Nagar, Pune - 411036",Keshav Nagar,Pune,Maharashtra,411036,18.53209,73.930104,Ghost Riders,Driver,Primary School,Mechanic,Organized Crime,High,FP-01439,DNA-01439,Dark Brown,Dark Brown,190.0,47.1,Tattoo on chest,mock_images/faces/CRM-IND-01439_mugshot.jpg,mock_images/faces/CRM-IND-01439_mugshot.jpg,Keshav Nagar,2025-09-29,14,11,"Arthur Road Jail (1yr for Cybercrime, 2021-2022); Taloja Central Jail (1yr for Cybercrime, 2016-2017); Kolhapur Jail (4yr for Theft, 2016-2020)",Released,Sexual Offense,Works with accomplices. Uses stolen vehicles. Specializes in Sexual Offense.,Machete,1,0,2026-08-08 22:55:42
CRM-IND-01440,Ekta,Jadhav,Ekta Jadhav,,Female,63,1962-08-20,A+,Indian,Buddhist,Widowed,+916442183511,ekta.jadhav956@yahoo.com,601584002736,F9277905,"8, Chhatrapati Colony, Bharati Vidyapeeth, Pune - 411046",Bharati Vidyapeeth,Pune,Maharashtra,411046,18.456658,73.852329,,,Higher Secondary,Electrician,Violent,Low,FP-01440,DNA-01440,Dark Brown,Black,164.0,90.3,,mock_images/faces/CRM-IND-01440_mugshot.jpg,mock_images/faces/CRM-IND-01440_mugshot.jpg,Bharati Vidyapeeth,2024-09-12,9,7,"Pune District Jail (2yr for Assault, 2022-2024); Arthur Road Jail (2yr for Kidnapping, 2016-2018); Nashik Road Central Jail (5yr for Extortion, 2011-2016)",On Bail,Extortion,Operates during nighttime. Uses None. Targets isolated locations.,None,0,1,2026-08-08 22:55:42
CRM-IND-01441,Naveen,Khaire,Naveen Khaire,Sultan,Male,23,2002-02-19,AB-,Indian,Jain,Widowed,+919662936677,naveen.khaire69@rediffmail.com,341875727220,,"222, Shivaji Nagar, Manjri, Pune - 412307",Manjri,Pune,Maharashtra,412307,18.50795,73.946737,,,Post Graduate,Waiter,Organized Crime,Low,FP-01441,DNA-01441,Brown,Grey,171.3,77.0,Mole near right eye,mock_images/faces/CRM-IND-01441_face_1.jpg,mock_images/faces/CRM-IND-01441_mugshot.jpg,Manjri,2024-05-21,13,12,"Arthur Road Jail (1yr for Murder, 2017-2018); Yerawada Central Jail (3yr for Extortion, 2011-2014); Arthur Road Jail (4yr for Theft, 2022-2026)",Released,Extortion,Works with accomplices. Uses stolen vehicles. Specializes in Extortion.,None,1,1,2026-08-08 22:55:42
CRM-IND-01442,Prakash,Syed,Prakash Syed,Dada,Male,34,1991-09-14,A-,Indian,Sikh,Widowed,+918110031654,prakash.syed332@hotmail.com,643967112850,P2776203,"194, Chhatrapati Galli, Wagholi, Pune - 412207",Wagholi,Pune,Maharashtra,412207,18.578124,73.962762,,,Higher Secondary,Painter,Violent,Low,FP-01442,DNA-01442,Black,Brown,155.6,54.1,,mock_images/faces/CRM-IND-01442_mugshot.jpg,mock_images/faces/CRM-IND-01442_mugshot.jpg,Wagholi,2025-04-12,10,2,"Arthur Road Jail (1yr for Fraud, 2017-2018); Arthur Road Jail (5yr for Murder, 2018-2023)",Released,Kidnapping,Tech-savvy offender. Uses digital tools. Known for Kidnapping operations.,Cricket Bat,0,0,2026-08-08 22:55:42
